proposedItemNum,desiredItemNum,proposedDate,decisionDate,status
6852,441,2022-05-03,2022-05-04,Rejected
6854,2929,2022-04-18,2022-05-04,Rejected
6856,1622,2022-04-28,2022-05-30,Rejected
6857,2181,2022-04-22,2022-05-11,Accepted
6866,1342,2022-04-19,2022-05-16,Rejected
6866,4795,2022-06-07,,Pending
6868,3318,2022-05-11,2022-05-24,Accepted
6869,7404,2022-04-15,2022-04-21,Accepted
6875,4841,2022-05-31,,Pending
6878,1809,2022-04-15,2022-05-10,Rejected
6880,6104,2022-05-03,2022-05-09,Rejected
6884,3909,2022-04-15,2022-05-12,Rejected
6887,2614,2022-04-19,2022-04-20,Accepted
6892,167,2022-05-10,,Pending
6894,4815,2022-04-15,2022-04-18,Accepted
6895,1917,2022-04-29,2022-05-30,Rejected
6898,2293,2022-04-20,2022-05-06,Accepted
6899,4830,2022-04-15,2022-04-26,Accepted
6900,1944,2022-04-18,2022-05-11,Rejected
6901,2909,2022-04-19,2022-06-07,Accepted
6902,7239,2022-04-26,,Pending
6904,2928,2022-04-15,2022-06-08,Accepted
6905,4796,2022-04-21,2022-06-14,Accepted
6907,6840,2022-05-12,,Pending
6910,2298,2022-05-16,2022-05-20,Accepted
6911,5407,2022-05-26,,Pending
6912,117,2022-04-18,2022-05-20,Rejected
6913,2166,2022-04-26,2022-05-18,Rejected
6913,4122,2022-05-18,2022-05-31,Accepted
6922,5333,2022-06-07,,Pending
6924,617,2022-04-21,2022-05-04,Accepted
6925,3143,2022-05-17,2022-05-30,Rejected
6926,849,2022-05-05,2022-06-07,Rejected
6927,747,2022-04-18,2022-05-02,Rejected
6927,7084,2022-05-09,2022-06-01,Accepted
6932,6486,2022-04-28,2022-05-23,Rejected
6933,742,2022-04-18,,Pending
6938,4442,2022-04-19,2022-05-12,Accepted
6941,4246,2022-04-18,2022-05-16,Rejected
6942,2286,2022-05-04,2022-05-13,Rejected
6943,2747,2022-05-06,2022-05-30,Accepted
6948,5751,2022-04-18,,Pending
6950,5132,2022-05-16,2022-05-17,Accepted
6951,7400,2022-04-21,2022-04-26,Accepted
6952,407,2022-04-28,2022-05-17,Rejected
6952,1255,2022-05-24,2022-06-02,Accepted
6953,3124,2022-05-05,2022-05-30,Rejected
6956,7195,2022-05-04,2022-05-05,Rejected
6965,4881,2022-06-03,2022-06-08,Accepted
6967,949,2022-04-15,2022-04-18,Accepted
6968,6683,2022-05-13,,Pending
6974,5929,2022-05-16,2022-06-02,Rejected
6975,4833,2022-04-20,2022-04-26,Accepted
6978,2580,2022-04-18,2022-04-27,Accepted
6979,1621,2022-05-13,2022-05-24,Accepted
6980,3770,2022-05-27,,Pending
6980,5318,2022-05-06,2022-05-12,Rejected
6981,7268,2022-04-25,2022-04-26,Rejected
6986,156,2022-04-22,2022-05-26,Accepted
6988,140,2022-05-06,,Pending
6989,2240,2022-04-19,2022-05-02,Accepted
6991,4209,2022-04-25,2022-05-23,Rejected
6992,2411,2022-05-11,2022-05-19,Accepted
6993,7014,2022-04-21,2022-04-28,Accepted
6994,4459,2022-05-02,2022-06-14,Accepted
6999,3571,2022-06-09,,Pending
7001,5051,2022-05-30,,Pending
7002,6725,2022-04-22,2022-05-03,Accepted
7005,4803,2022-04-19,2022-04-22,Rejected
7007,6961,2022-04-15,2022-06-03,Accepted
7010,6983,2022-05-16,,Pending
7011,235,2022-04-19,2022-04-29,Accepted
7012,544,2022-05-30,2022-06-02,Accepted
7013,6625,2022-04-29,2022-05-05,Accepted
7018,6930,2022-04-15,2022-04-19,Accepted
7022,5646,2022-05-25,,Pending
7024,2555,2022-05-20,2022-06-02,Rejected
7026,830,2022-04-18,2022-04-25,Rejected
7026,7318,2022-04-27,2022-05-31,Accepted
7034,1866,2022-05-06,2022-05-24,Accepted
7036,4847,2022-05-23,2022-05-25,Accepted
7037,6935,2022-04-21,2022-04-25,Accepted
7040,6367,2022-04-19,2022-06-06,Rejected
7042,3423,2022-04-25,2022-05-16,Accepted
7044,5340,2022-04-15,,Pending
7048,4190,2022-04-20,2022-05-04,Accepted
7052,7160,2022-04-25,2022-05-20,Accepted
7055,3494,2022-04-15,2022-04-20,Accepted
7058,4949,2022-04-22,2022-05-30,Accepted
7059,5791,2022-06-01,,Pending
7060,3911,2022-04-19,2022-05-02,Accepted
7065,752,2022-05-23,2022-06-14,Accepted
7071,6061,2022-04-19,2022-05-31,Accepted
7074,793,2022-04-21,2022-06-13,Accepted
7076,2612,2022-05-13,,Pending
7078,4349,2022-04-18,2022-06-06,Rejected
7081,2599,2022-05-06,,Pending
7085,543,2022-06-02,2022-06-06,Rejected
7089,596,2022-04-15,2022-05-31,Rejected
7092,3096,2022-05-30,,Pending
7094,1044,2022-04-18,2022-04-28,Accepted
7097,4489,2022-04-18,2022-05-16,Rejected
7097,4715,2022-05-16,2022-06-01,Accepted
7099,3502,2022-04-20,2022-05-06,Accepted
7100,2708,2022-04-21,2022-06-03,Accepted
7101,707,2022-06-13,,Pending
7101,2238,2022-04-28,2022-05-30,Rejected
7107,4573,2022-04-15,2022-04-18,Accepted
7109,1746,2022-04-27,2022-05-19,Rejected
7111,3370,2022-04-22,2022-05-23,Rejected
7112,6656,2022-04-25,2022-05-27,Accepted
7115,875,2022-04-18,2022-04-22,Accepted
7118,5068,2022-04-29,2022-05-02,Rejected
7120,4328,2022-04-28,2022-05-06,Accepted
7121,3400,2022-05-16,,Pending
7122,1821,2022-04-15,2022-05-19,Rejected
7123,19,2022-05-05,2022-05-26,Accepted
7124,5220,2022-04-25,2022-05-17,Accepted
7125,3024,2022-05-06,2022-05-30,Rejected
7125,6797,2022-06-02,,Pending
7126,2314,2022-05-09,2022-06-07,Rejected
7130,7198,2022-05-30,,Pending
7138,5595,2022-05-10,,Pending
7140,5805,2022-04-21,2022-05-03,Accepted
7143,1803,2022-04-15,2022-05-09,Rejected
7145,6918,2022-04-25,2022-05-06,Accepted
7147,2526,2022-04-15,2022-06-13,Accepted
7148,486,2022-05-09,2022-05-24,Accepted
7148,1286,2022-04-28,2022-05-03,Rejected
7149,58,2022-04-18,2022-04-20,Rejected
7149,6782,2022-05-24,,Pending
7150,7388,2022-05-04,2022-05-25,Accepted
7151,1946,2022-04-19,,Pending
7152,4876,2022-04-18,,Pending
7153,7045,2022-04-20,2022-04-28,Accepted
7156,5533,2022-05-05,2022-06-10,Rejected
7158,4314,2022-04-15,2022-04-28,Accepted
7162,95,2022-06-10,,Pending
7163,4014,2022-04-19,2022-04-21,Accepted
7164,2458,2022-04-15,2022-05-26,Rejected
7168,3123,2022-05-03,,Pending
7169,4086,2022-04-21,2022-04-25,Accepted
7170,4012,2022-06-02,2022-06-13,Rejected
7172,3941,2022-05-16,2022-06-10,Accepted
7174,465,2022-06-02,,Pending
7175,1638,2022-04-18,2022-04-19,Accepted
7176,2387,2022-04-22,2022-04-29,Accepted
7178,3894,2022-05-20,2022-05-27,Accepted
7182,2861,2022-05-05,,Pending
7183,5222,2022-04-21,2022-05-17,Accepted
7186,2596,2022-06-01,,Pending
7186,3023,2022-04-18,2022-04-26,Rejected
7187,1078,2022-04-19,2022-05-05,Rejected
7187,1114,2022-05-06,2022-05-31,Rejected
7189,1045,2022-04-20,2022-04-28,Accepted
7190,6788,2022-04-18,2022-04-27,Accepted
7192,2789,2022-06-06,,Pending
7192,4996,2022-04-19,2022-05-09,Rejected
7193,204,2022-04-27,,Pending
7195,2990,2022-05-17,2022-06-06,Accepted
7196,3655,2022-05-05,2022-05-16,Rejected
7197,3087,2022-05-26,2022-05-27,Rejected
7200,5835,2022-04-19,2022-06-07,Accepted
7206,7389,2022-05-02,2022-06-14,Accepted
7207,3370,2022-06-06,,Pending
7211,5290,2022-04-28,2022-05-04,Rejected
7212,2296,2022-05-09,2022-05-24,Rejected
7214,6464,2022-04-20,2022-04-29,Accepted
7216,1841,2022-05-04,,Pending
7217,4044,2022-04-27,2022-04-28,Accepted
7218,2115,2022-04-26,2022-05-20,Accepted
7220,6448,2022-05-05,,Pending
7224,5644,2022-04-22,2022-06-06,Rejected
7228,6997,2022-04-22,2022-06-13,Accepted
7229,965,2022-05-05,2022-06-03,Accepted
7230,6669,2022-05-16,2022-06-14,Rejected
7231,6832,2022-06-07,,Pending
7231,7063,2022-04-15,2022-06-06,Rejected
7232,4419,2022-04-18,2022-04-26,Accepted
7234,5063,2022-05-12,2022-06-08,Accepted
7235,2891,2022-04-19,2022-05-04,Accepted
7236,1389,2022-04-20,2022-05-12,Accepted
7237,3261,2022-04-15,2022-06-09,Rejected
7240,3172,2022-04-29,2022-05-04,Accepted
7242,3027,2022-04-15,2022-04-18,Rejected
7245,4465,2022-05-20,2022-06-09,Rejected
7246,7005,2022-04-22,2022-05-27,Accepted
7248,2830,2022-04-15,2022-05-10,Accepted
7249,4037,2022-04-27,2022-05-04,Accepted
7250,5385,2022-06-14,,Pending
7251,6227,2022-05-02,2022-05-12,Accepted
7252,3204,2022-04-20,2022-04-21,Accepted
7255,4619,2022-05-12,2022-06-14,Accepted
7258,3287,2022-05-02,2022-05-09,Rejected
7258,6268,2022-04-22,2022-04-27,Rejected
7259,1899,2022-04-15,2022-04-19,Accepted
7265,3728,2022-04-15,2022-04-21,Accepted
7266,2077,2022-04-28,2022-05-12,Rejected
7266,3601,2022-05-17,2022-05-30,Rejected
7267,1384,2022-04-27,2022-06-03,Rejected
7271,3957,2022-05-30,2022-06-13,Rejected
7275,5365,2022-04-19,2022-05-17,Rejected
7277,4435,2022-05-24,2022-05-26,Rejected
7284,4452,2022-04-22,2022-04-27,Accepted
7288,2709,2022-04-18,,Pending
7289,5671,2022-05-06,2022-05-20,Rejected
7291,1033,2022-04-15,2022-04-21,Rejected
7291,5951,2022-05-18,2022-05-19,Accepted
7293,109,2022-04-19,2022-05-25,Rejected
7294,4625,2022-04-26,2022-05-02,Accepted
7295,4053,2022-04-27,,Pending
7297,1106,2022-05-19,2022-06-08,Accepted
7297,7032,2022-05-04,2022-05-19,Rejected
7299,2132,2022-04-15,2022-05-18,Rejected
7301,5593,2022-04-18,2022-04-28,Accepted
7303,310,2022-05-11,2022-05-26,Accepted
7305,3776,2022-04-27,2022-06-08,Accepted
7306,5596,2022-05-10,2022-05-13,Rejected
7309,7325,2022-04-26,2022-04-29,Rejected
7311,6959,2022-04-21,2022-04-29,Accepted
7313,777,2022-05-18,2022-05-31,Accepted
7315,1906,2022-05-16,,Pending
7317,954,2022-04-27,,Pending
7320,2536,2022-04-15,2022-05-11,Accepted
7322,1694,2022-05-30,2022-06-01,Rejected
7324,7413,2022-05-18,2022-06-03,Accepted
7326,5646,2022-04-28,2022-05-03,Rejected
7327,6713,2022-04-19,2022-04-20,Rejected
7328,2330,2022-04-26,2022-05-13,Rejected
7329,3047,2022-04-18,2022-04-20,Rejected
7330,1742,2022-04-19,2022-04-22,Rejected
7333,3297,2022-05-11,2022-05-12,Rejected
7333,4177,2022-04-26,2022-05-11,Rejected
7333,4648,2022-05-18,2022-05-27,Accepted
7334,108,2022-05-16,,Pending
7340,2988,2022-04-25,,Pending
7342,4199,2022-04-20,2022-05-30,Rejected
7346,2305,2022-04-28,2022-05-18,Rejected
7347,2831,2022-05-13,2022-05-26,Rejected
7347,3916,2022-06-01,2022-06-02,Rejected
7348,3030,2022-06-10,,Pending
7348,5708,2022-04-27,2022-05-11,Rejected
7349,3430,2022-04-21,2022-04-22,Accepted
7351,6839,2022-05-11,2022-06-02,Accepted
7352,2305,2022-05-18,2022-05-24,Accepted
7354,1198,2022-05-03,2022-05-17,Accepted
7355,6649,2022-04-15,2022-04-19,Accepted
7358,5216,2022-04-20,2022-06-13,Accepted
7359,398,2022-05-11,2022-05-30,Accepted
7360,1268,2022-04-18,2022-04-27,Accepted
7361,569,2022-04-22,2022-04-27,Rejected
7362,446,2022-04-15,2022-05-03,Rejected
7362,6014,2022-05-23,2022-05-31,Accepted
7368,3904,2022-04-19,2022-05-30,Rejected
7369,4081,2022-04-28,,Pending
7371,5469,2022-05-09,2022-06-10,Rejected
7372,2892,2022-04-15,2022-04-28,Accepted
7376,5439,2022-06-08,2022-06-10,Accepted
7376,6826,2022-05-18,2022-06-07,Rejected
7380,7086,2022-05-03,2022-05-11,Rejected
7381,6752,2022-04-19,2022-05-17,Accepted
7382,2926,2022-05-09,,Pending
7382,3060,2022-04-27,2022-05-02,Rejected
7383,6635,2022-05-16,,Pending
7387,572,2022-05-12,2022-05-19,Rejected
7390,3944,2022-04-15,2022-04-28,Accepted
7392,6529,2022-04-26,2022-05-02,Rejected
7393,6969,2022-05-19,,Pending
7394,6888,2022-04-27,2022-04-29,Accepted
7395,7117,2022-05-12,2022-05-13,Accepted
7396,1232,2022-05-02,2022-06-07,Accepted
7398,6490,2022-04-21,,Pending
7399,5116,2022-04-20,2022-06-13,Rejected
7402,1985,2022-05-19,,Pending
7403,6749,2022-05-17,2022-06-09,Rejected
7408,6712,2022-05-02,2022-05-13,Accepted
7409,787,2022-04-25,2022-05-03,Rejected
7411,721,2022-05-04,2022-05-06,Accepted
7412,3902,2022-05-05,,Pending
7416,2233,2022-04-19,2022-04-21,Accepted
7419,5091,2022-04-21,,Pending
